mean,label
91.097,0
78.102,1
80.195,0
88.391,0
83.634,0
83.597,0
80.658,0
87.042,0
86.46,0
89.083,0
72.672,1
78.765,0
73.453,1
86.398,0
86.915,0
77.519,1
79.851,0
93.088,0
84.022,0
84.763,0
93.22,0
86.187,0
80.845,0
76.022,1
93.981,0
82.144,0
71.858,1
83.259,0
86.224,0
84.234,0
84.143,0
88.241,0
82.643,0
76.725,1
80.461,0
85.708,0
80.948,0
88.58,0
91.276,0
88.175,0
85.833,0
82.894,0
81.234,0
87.905,0
85.798,0
71.563,1
86.041,0
82.94,0
81.204,0
84.391,0
79.444,0
96.675,0
85.877,0
88.133,0
86.344,0
83.907,0
86.947,0
67.611,1
72.231,1
94.718,0
69.579,1
95.464,0
70.377,1
84.57,0
87.387,0
85.44,0
95.928,0
89.847,0
90.762,0
84.543,0
86.834,0
82.004,0
82.677,0
79.128,0
88.949,0
89.265,0
97.122,0
91.411,0
84.425,0
87.546,0
84.329,0
75.659,1
84.603,0
86.839,0
87.186,0
86.439,0
78.18,1
58.514,1
79.141,0
84.651,0
80.047,0
71.634,1
89.825,0
87.41,0
87.34,0
86.459,0
76.99,1
84.514,0
87.044,0
88.447,0
74.899,1
86.878,0
83.045,0
90.475,0
87.724,0
87.03,0
87.082,0
72.925,1
84.214,0
83.092,0
73.579,1
89.314,0
64.305,1
65.984,1
78.991,0
90.98,0
78.789,0
85.525,0
68.965,1
74.415,1
86.267,0
80.262,0
78.089,1
90.541,0
42.589,1
87.503,0
69.162,1
73.945,1
89.117,0
79.534,0
68.978,1
87.346,0
85.433,0
83.989,0
87.018,0
70.23,1
85.932,0
81.864,0
87.63,0
87.219,0
85.858,0
89.619,0
79.426,0
68.248,1
85.227,0
85.055,0
90.405,0
93.551,0
79.747,0
92.946,0
85.386,0
84.799,0
76.9,1
84.47,0
86.903,0
79.897,0
85.345,0
83.796,0
82.167,0
85.528,0
92.957,0
85.932,0
94.619,0
87.328,0
85.68,0
88.395,0
85.575,0
86.044,0
85.112,0
91.23,0
75.289,1
84.889,0
87.534,0
91.696,0
89.164,0
73.784,1
84.361,0
81.762,0
67.784,1
85.252,0
69.212,1
90.638,0
76.416,1
85.278,0
87.941,0
81.635,0
90.711,0
85.278,0
90.869,0
86.73,0
89.088,0
75.191,1
87.385,0
74.986,1
70.529,1
86.025,0
88.208,0
87.199,0
80.451,0
76.586,1
83.892,0
86.045,0
85.114,0
85.358,0
86.482,0
91.876,0
92.941,0
84.724,0
87.808,0
88.366,0
87.258,0
73.991,1
81.592,0
88.655,0
82.69,0
83.715,0
86.502,0
81.672,0
75.223,1
71.682,1
84.436,0
87.837,0
73.123,1
74.161,1
86.812,0
87.447,0
85.794,0
86.146,0
88.191,0
87.909,0
85.306,0
79.911,0
90.097,0
86.16,0
75.697,1
87.319,0
85.007,0
71.773,1
87.893,0
83.177,0
87.939,0
85.801,0
90.326,0
86.649,0
79.765,0
69.172,1
86.799,0
67.952,1
85.285,0
88.991,0
86.665,0
89.523,0
84.79,0
74.369,1
78.439,1
68.772,1
86.366,0
88.531,0
80.716,0
76.513,1
68.932,1
87.787,0
86.326,0
76.621,1
81.296,0
89.56,0
86.236,0
86.432,0
71.492,1
86.161,0
78.864,0
88.986,0
79.099,0
89.102,0
68.755,1
92.165,0
69.297,1
91.257,0
87.592,0
84.846,0
92.691,0
85.254,0
74.799,1
77.902,1
62.128,1
86.785,0
75.681,1
84.333,0
90.186,0
88.461,0
82.72,0
75.713,1
88.626,0
89.032,0
78.819,0
86.456,0
85.19,0
84.881,0
86.077,0
70.643,1
87.109,0
69.474,1
79.792,0
87.796,0
87.706,0
85.11,0
83.634,0
80.443,0
79.284,0
87.098,0
93.999,0
87.781,0
88.45,0
84.828,0
84.175,0
85.839,0
92.008,0
80.587,0
86.89,0
82.677,0
85.356,0
89.692,0
86.936,0
81.912,0
87.062,0
83.519,0
85.301,0
72.427,1
80.518,0
89.307,0
87.272,0
85.622,0
79.312,0
89.319,0
86.29,0
87.898,0
83.742,0
90.739,0
87.576,0
78.086,1
87.288,0
87.025,0
81.258,0
86.499,0
78.103,1
71.464,1
78.362,1
83.543,0
77.163,1
84.196,0
85.789,0
83.676,0
84.421,0
89.481,0
84.089,0
84.121,0
83.503,0
84.954,0
77.458,1
91.712,0
89.664,0
86.967,0
85.941,0
88.459,0
87.824,0
84.044,0
86.378,0
88.144,0
89.454,0
83.827,0
87.464,0
69.537,1
84.868,0
72.895,1
71.908,1
71.411,1
85.232,0
96.605,0
85.624,0
85.059,0
92.615,0
81.362,0
80.238,0
88.702,0
87.762,0
77.421,1
70.283,1
92.114,0
74.496,1
83.099,0
86.208,0
82.832,0
84.581,0
83.236,0
76.205,1
89.343,0
78.098,1
78.668,0
77.597,1
94.996,0
84.376,0
85.483,0
81.564,0
91.994,0
76.566,1
79.965,0
86.513,0
85.247,0
88.473,0
83.182,0
88.511,0
89.928,0
86.144,0
87.021,0
91.005,0
89.861,0
87.544,0
84.901,0
83.011,0
77.574,1
87.909,0
77.753,1
74.908,1
71.181,1
86.779,0
75.599,1
90.731,0
89.314,0
93.13,0
91.127,0
90.329,0
70.464,1
86.306,0
69.964,1
83.322,0
86.611,0
83.254,0
81.368,0
75.044,1
85.64,0
84.236,0
84.338,0
65.743,1
87.483,0
91.273,0
77.298,1
86.266,0
86.133,0
89.771,0
75.986,1
86.296,0
69.251,1
94.778,0
84.131,0
85.785,0
86.195,0
90.008,0
79.055,0
102.076,0
89.965,0
85.842,0
70.0,1
89.61,0
91.115,0
89.511,0
84.003,0
87.092,0
75.348,1
90.192,0
83.679,0
79.174,0
91.587,0
76.043,1
82.506,0
78.338,1
82.572,0
89.612,0
87.883,0
88.902,0
84.694,0
93.992,0
83.559,0
89.964,0
69.457,1
71.724,1
85.997,0
88.584,0
85.929,0
89.242,0
84.386,0
87.394,0
70.766,1
88.745,0
85.827,0
74.185,1
89.738,0
84.344,0
78.984,0
87.364,0
88.378,0
83.89,0
77.781,1
84.096,0
89.387,0
87.35,0
68.526,1
90.169,0
86.482,0
87.585,0
88.356,0
86.084,0
87.78,0
78.556,0
83.643,0
87.749,0
83.66,0
75.008,1
78.038,1
84.669,0
69.229,1
82.763,0
87.878,0
73.549,1
86.947,0
86.057,0
90.186,0
79.331,0
92.671,0
87.908,0
86.828,0
92.697,0
82.494,0
85.861,0
87.558,0
86.084,0
72.594,1
72.142,1
70.496,1
83.613,0
93.552,0
90.059,0
90.487,0
69.144,1
71.081,1
97.086,0
85.513,0
77.154,1
85.751,0
78.2,1
98.219,0
90.061,0
72.478,1
84.142,0
82.914,0
89.18,0
81.943,0
88.863,0
81.621,0
86.82,0
75.173,1
68.485,1
70.09,1
67.537,1
86.169,0
87.984,0
73.803,1
85.695,0
84.871,0
98.174,0
92.031,0
89.546,0
62.802,1
82.033,0
91.709,0
84.769,0
73.724,1
80.316,0
83.97,0
87.062,0
73.966,1
93.732,0
86.849,0
62.502,1
84.357,0
67.546,1
84.618,0
87.571,0
85.805,0
86.008,0
73.177,1
68.564,1
85.467,0
84.73,0
90.818,0
88.722,0
72.336,1
75.586,1
74.813,1
87.675,0
93.86,0
85.644,0
78.461,1
80.564,0
72.034,1
93.151,0
90.945,0
89.226,0
87.059,0
86.959,0
85.852,0
87.79,0
74.581,1
79.648,0
87.923,0
99.218,0
80.396,0
88.439,0
84.738,0
73.108,1
69.765,1
78.964,0
87.435,0
86.725,0
85.815,0
84.263,0
99.638,0
87.711,0
94.15,0
85.209,0
83.684,0
85.731,0
81.599,0
88.934,0
63.358,1
81.087,0
93.041,0
73.339,1
89.227,0
82.149,0
108.072,0
92.285,0
74.389,1
90.254,0
90.619,0
71.492,1
81.386,0
76.759,1
63.253,1
88.78,0
90.506,0
89.835,0
88.089,0
85.181,0
86.803,0
83.611,0
77.949,1
82.015,0
84.642,0
85.831,0
82.38,0
85.14,0
87.837,0
80.672,0
83.727,0
86.172,0
88.101,0
88.058,0
82.124,0
73.027,1
81.208,0
73.844,1
86.55,0
77.288,1
69.413,1
84.346,0
85.441,0
86.465,0
82.774,0
73.171,1
84.737,0
86.361,0
92.978,0
87.547,0
86.188,0
90.622,0
69.376,1
84.507,0
86.013,0
72.009,1
64.579,1
89.266,0
71.886,1
77.406,1
81.274,0
87.616,0
84.794,0
85.4,0
85.676,0
80.478,0
90.577,0
71.799,1
87.731,0
84.023,0
80.059,0
87.688,0
79.75,0
89.502,0
72.844,1
88.168,0
94.708,0
70.91,1
86.725,0
96.847,0
90.361,0
87.176,0
89.224,0
77.48,1
76.74,1
86.555,0
86.577,0
87.329,0
87.143,0
85.549,0
80.545,0
85.953,0
82.506,0
98.207,0
69.978,1
83.127,0
93.579,0
84.021,0
77.397,1
89.241,0
83.895,0
85.816,0
89.114,0
84.752,0
78.139,1
84.471,0
74.616,1
86.006,0
90.512,0
87.435,0
84.614,0
81.973,0
89.626,0
86.286,0
79.842,0
86.417,0
73.681,1
81.73,0
76.62,1
86.826,0
82.699,0
83.658,0
96.958,0
84.008,0
82.888,0
69.614,1
88.831,0
86.218,0
86.735,0
95.842,0
82.543,0
86.943,0
83.902,0
70.685,1
72.348,1
89.468,0
85.003,0
74.779,1
84.694,0
70.821,1
83.407,0
75.973,1
88.787,0
69.369,1
71.149,1
81.949,0
90.92,0
83.749,0
71.554,1
77.006,1
78.639,0
86.756,0
84.55,0
86.468,0
89.318,0
84.624,0
92.744,0
86.369,0
86.81,0
91.627,0
87.998,0
84.974,0
85.339,0
83.43,0
